150,0,0,1.5,1,kivhan
120,0,0,3,1,kivhan
130,0,0,4,1,kivhan
155,0,0,4,1,kivhan
140,0,2,3.5,1,kivhan
140,0,0,4.5,1,kivhan
140,0,0,3.5,1,kivhan
140,0,2,2,0,kivhan
135,0,0,3,0,kivhan
140,0,0,2,2,kivhan
120,1,1,3,1,bos
95,1,1,3,2,bos
120,1,2,3,0,bos
120,1,2,4.5,2,bos
120,1,1,4.5,1,bos
140,0,1,3.5,1,seattles
140,0,2,3.5,1,seattles
150,1,1,3.5,1,seattles
140,0,1,4,2,gloriajeans
125,0,0,4.5,2,gloriajeans
100,0,0,4.5,2,gloriajeans
